,carat,cut,color,clarity,depth,table,price
8444,0.32,4,6,4,61.3,55.0,846
8445,0.26,5,6,7,61.8,58.0,599
8446,0.32,3,6,4,60.5,58.0,561
8447,1.27,4,5,4,61.0,59.0,9547
8448,0.38,3,4,5,62.0,57.0,764
8449,0.41,3,6,3,61.0,61.0,725
8450,1.24,5,1,1,61.9,55.0,2994
8451,0.41,4,5,5,60.6,57.0,1076
8452,0.31,5,4,4,61.5,59.0,544
8453,0.9,3,6,4,62.5,58.0,5305
8454,0.3,4,7,3,61.8,56.0,508
8455,0.5,5,7,4,62.9,61.0,1845
8456,0.31,3,2,4,60.7,61.0,435
8457,0.38,3,2,2,62.7,58.0,500
8458,0.76,5,3,3,60.0,60.0,2425
8459,1.5,3,2,3,63.1,54.0,8408
8460,0.63,5,6,3,61.3,58.0,1921
8461,0.51,4,6,4,60.1,57.0,1909
8462,1.7,5,1,4,62.9,62.0,9225
8463,1.11,5,3,3,58.8,59.0,5439
8464,0.91,4,6,2,62.4,57.0,4821
8465,1.19,2,5,3,57.6,60.0,5825
8466,1.3,4,3,4,62.9,56.0,5387
8467,0.56,4,6,4,61.5,57.0,1819
8468,1.21,5,3,5,62.3,58.0,7094
8469,0.7,2,6,5,61.3,62.0,3277
8470,0.56,4,5,4,60.0,57.0,1739
8471,0.37,4,4,5,61.0,55.0,810
8472,1.01,4,5,4,61.2,58.0,7409
8473,2.03,5,3,4,62.6,59.0,17975
8474,0.31,4,3,7,62.0,54.0,687
8475,0.6,4,6,4,60.6,56.0,2141
8476,0.5,4,6,5,61.1,58.0,2034
8477,0.75,5,2,3,62.0,60.0,2273
8478,0.82,2,3,4,62.4,54.0,2947
8479,0.31,5,6,4,60.3,58.0,680
8480,0.33,5,3,6,61.6,58.0,854
8481,2.1,3,4,2,63.4,58.0,13007
8482,0.3,3,6,3,60.9,58.0,499
8483,0.39,4,5,4,60.0,57.0,821
8484,1.53,3,3,2,60.6,63.0,6597
8485,0.8,3,4,2,63.1,59.0,2451
8486,0.35,4,5,8,60.9,56.0,1035
8487,0.72,3,3,2,62.4,59.0,2160
8488,0.39,4,6,5,62.7,53.6,1004
8489,1.52,4,3,4,61.9,55.0,11379
8490,0.9,5,4,5,62.3,60.0,4460
8491,1.2,4,2,3,62.6,58.0,5376
8492,0.5,4,5,5,62.5,57.0,1838
8493,2.01,5,2,2,63.0,59.0,9658
8494,0.33,2,2,3,63.6,53.0,557
8495,0.7,5,7,4,60.9,57.0,2909
8496,0.73,3,4,3,60.6,59.0,2585
8497,0.3,4,6,5,61.3,57.0,736
8498,1.22,5,3,2,60.7,59.0,5671
8499,2.45,3,1,2,60.6,63.0,11843
8500,0.33,4,7,3,61.3,56.0,780
8501,1.65,4,4,5,62.3,55.0,15281
8502,0.33,3,2,3,61.4,58.0,445
8503,1.13,4,1,2,61.9,56.0,4371
8504,0.34,4,6,2,62.4,54.0,454
8505,1.2,3,3,3,58.9,60.0,6019
8506,0.64,2,5,8,58.6,61.0,2980
8507,2.11,3,1,2,60.8,61.0,12771
8508,1.11,4,6,2,62.2,56.0,4969
8509,1.07,4,2,4,62.1,56.0,4764
8510,0.3,5,7,4,62.2,60.0,710
8511,0.51,5,5,2,61.1,59.0,1227
8512,0.3,5,4,7,61.7,58.0,789
8513,0.38,4,5,4,62.0,56.0,800
8514,1.0,2,3,2,63.2,59.0,3874
8515,0.4,2,7,2,63.9,53.0,798
8516,0.31,4,3,3,61.8,54.0,464
8517,1.0,3,7,2,63.3,60.0,4295
8518,0.3,4,5,8,62.3,55.0,886
8519,0.72,3,5,4,62.5,58.0,2832
8520,1.6,3,3,3,63.1,58.0,10078
8521,0.56,4,5,5,62.1,56.0,2097
8522,0.36,5,5,5,61.3,57.0,1013
8523,1.0,5,4,2,62.9,60.0,4227
8524,0.3,4,5,7,62.4,54.0,802
8525,0.34,4,6,5,62.1,56.0,1033
8526,1.01,4,3,3,61.9,58.0,4767
8527,0.41,4,6,4,62.2,56.0,848
8528,0.7,1,5,5,65.8,59.0,2381
8529,1.07,4,6,2,61.5,56.0,5704
8530,1.15,5,4,2,62.7,58.0,4270
8531,1.12,3,4,2,61.2,58.0,5504
8532,1.25,5,2,4,61.0,59.0,6084
8533,0.6,4,5,4,61.5,56.0,2358
8534,1.16,4,4,2,61.6,55.0,5078
8535,0.39,3,6,5,62.5,58.0,914
8536,0.84,3,6,2,62.1,58.0,3125
8537,0.72,3,2,4,63.9,58.0,2337
8538,1.52,4,3,5,62.3,55.0,11154
8539,0.7,3,6,3,59.1,62.0,2569
8540,0.76,5,7,2,58.8,57.0,2706
8541,1.01,2,6,4,63.3,60.0,6399
8542,0.34,4,6,5,61.2,55.0,875
8543,1.0,5,5,4,61.6,55.0,6209
8544,0.53,4,5,4,62.2,55.0,1650
8545,0.41,2,5,5,58.0,61.0,891
8546,1.52,3,5,4,62.7,59.0,14066
8547,0.86,3,6,4,62.3,56.0,4665
8548,0.26,3,6,4,62.8,58.0,601
8549,1.01,3,2,2,62.9,55.0,4171
8550,0.78,2,5,5,64.0,54.0,3163
8551,0.5,1,6,2,64.7,57.0,945
8552,1.51,4,6,3,62.2,56.0,13254
8553,1.01,3,4,4,63.0,57.0,5919
8554,0.51,1,4,3,64.5,56.0,1160
8555,0.36,3,6,6,61.8,58.0,968
8556,1.21,5,5,2,58.9,60.0,5243
8557,0.3,2,1,4,63.4,57.0,368
8558,1.45,3,2,8,60.6,61.0,9683
8559,0.32,4,6,7,61.2,55.0,892
8560,0.32,4,3,4,61.3,55.0,505
8561,0.38,5,4,4,60.8,61.0,983
8562,2.07,4,5,2,61.5,55.0,18344
8563,1.15,4,4,2,62.4,56.0,4877
8564,1.3,5,4,4,62.5,58.0,9120
8565,1.06,4,5,3,62.2,57.0,5613
8566,0.33,5,2,3,62.8,58.0,572
8567,0.73,5,6,3,61.3,58.0,2821
8568,0.35,4,4,7,61.7,56.0,887
8569,1.01,3,5,3,63.3,59.0,4989
8570,0.78,4,2,5,60.7,56.0,3105
8571,0.32,4,3,5,61.9,55.0,561
8572,1.03,4,1,2,62.1,54.0,4008
8573,1.2,4,2,3,63.5,61.0,5376
8574,0.8,4,6,3,61.7,56.0,3630
8575,0.71,4,2,5,61.5,56.0,2965
8576,0.3,4,4,8,62.1,55.0,863
8577,0.55,4,4,4,60.1,55.0,1634
8578,2.02,4,4,4,61.7,53.0,18077
8579,1.52,5,1,5,62.0,59.0,8110
8580,0.93,1,3,3,64.6,58.0,3750
8581,0.32,4,4,5,61.3,55.0,828
8582,0.25,3,2,6,62.1,56.0,500
8583,1.19,4,4,5,61.9,55.0,8034
8584,0.3,4,6,7,61.6,56.0,838
8585,1.15,5,2,3,62.2,56.0,4637
8586,1.26,4,4,7,61.1,57.0,10787
8587,0.31,4,6,6,61.6,55.0,1046
8588,0.35,4,6,4,62.4,57.0,984
8589,1.53,4,5,3,62.0,56.0,11229
8590,0.5,5,6,4,58.6,60.0,1654
8591,1.0,5,4,5,60.6,59.0,6115
8592,1.16,5,3,2,60.2,59.0,4872
8593,0.5,3,5,7,63.5,60.0,1978
8594,0.3,5,7,5,60.7,58.0,661
8595,0.52,3,4,4,61.9,59.0,1408
8596,0.41,4,7,2,62.6,55.0,683
8597,0.7,5,3,3,62.0,58.0,2155
8598,1.01,2,5,4,63.1,60.0,6159
8599,0.59,4,3,3,61.1,57.0,1445
8600,1.02,5,3,5,62.1,59.0,5569
8601,1.13,4,5,2,61.8,56.0,4984
8602,0.5,3,7,4,62.2,60.0,1378
8603,0.35,3,5,5,60.3,58.6,842
8604,1.5,2,1,2,63.6,58.0,6421
8605,1.12,4,2,4,61.2,54.0,5392
8606,0.8,3,5,2,61.0,57.0,2772
8607,0.7,3,2,4,62.1,56.0,2188
8608,1.52,4,2,3,61.2,55.4,9067
8609,0.4,3,7,3,63.0,57.0,720
8610,0.31,3,5,5,61.8,58.0,592
8611,0.77,3,5,5,62.8,58.0,3350
8612,1.16,5,1,3,62.2,58.0,4326
8613,0.4,4,5,2,62.5,53.0,597
8614,0.55,4,4,8,60.0,57.0,2440
8615,1.52,5,7,2,59.8,60.0,10433
8616,1.12,3,3,2,62.4,55.0,4538
8617,0.4,2,7,2,63.8,54.0,798
8618,1.05,2,7,3,63.7,59.0,6174
8619,0.9,3,2,3,63.1,54.0,3211
8620,1.32,4,4,5,61.4,54.0,9715
8621,1.2,4,2,5,62.5,55.0,6639
8622,0.3,3,4,7,63.5,57.0,1013
8623,0.25,4,3,5,61.7,57.0,431
8624,2.0,5,1,5,63.0,58.0,9296
8625,0.36,4,2,8,61.9,54.0,735
8626,0.3,4,5,4,62.0,54.0,776
8627,0.31,5,4,8,61.0,59.0,924
8628,0.42,4,6,3,62.6,57.0,773
8629,0.41,5,4,4,60.9,61.0,1061
8630,1.21,4,5,8,62.8,56.0,15497
8631,0.85,4,3,2,61.8,54.0,2659
8632,0.5,4,7,2,62.5,55.0,1332
8633,0.41,5,6,2,60.6,60.0,771
8634,0.5,4,6,3,60.8,57.0,1410
8635,0.5,4,6,4,60.6,59.0,1655
8636,0.31,4,4,4,61.6,55.0,544
8637,1.2,2,4,4,64.0,59.0,6720
8638,0.9,5,2,2,62.5,58.0,2948
8639,1.51,4,6,4,62.7,57.0,14482
8640,0.75,3,6,3,60.2,60.0,2968
8641,0.33,4,5,4,61.9,55.0,854
8642,0.41,3,4,5,62.3,56.0,899
8643,0.35,4,7,3,61.6,57.0,827
8644,0.31,4,7,6,61.5,56.0,828
8645,1.1,5,2,2,62.6,59.0,4269
8646,1.04,2,5,3,63.1,57.0,4828
8647,0.34,3,5,6,59.6,60.0,724
8648,1.26,4,1,7,61.4,60.0,6186
8649,0.27,5,5,8,61.7,57.0,820
8650,0.3,3,3,7,62.6,56.0,638
8651,1.53,5,1,5,60.1,59.0,8058
8652,1.8,4,5,3,61.4,54.0,16340
8653,1.5,2,4,2,57.5,63.0,6006
8654,0.32,5,6,3,62.3,58.0,561
8655,0.41,4,7,4,61.7,55.0,1177
8656,0.7,4,6,3,62.6,55.0,2656
8657,0.43,5,6,4,61.6,59.0,981
8658,1.5,3,5,3,63.0,55.0,10372
8659,0.24,4,5,7,61.8,55.0,678
8660,1.23,2,1,4,63.6,57.0,5386
8661,1.03,4,1,2,62.4,56.0,4054
8662,1.5,1,1,4,64.5,59.0,5846
8663,1.06,5,5,2,62.0,59.0,4656
8664,1.0,4,4,4,58.9,60.0,6235
8665,0.54,4,6,4,61.6,56.0,1774
8666,0.32,3,6,3,62.3,55.0,584
8667,0.32,4,7,2,61.8,55.0,477
8668,0.55,3,2,2,61.5,60.0,1087
8669,0.56,4,7,4,60.9,56.0,1963
8670,1.51,5,7,3,62.5,60.0,11760
8671,0.33,4,4,6,60.4,57.0,761
8672,1.06,5,6,3,59.2,60.0,4078
8673,1.52,3,2,3,63.7,58.0,8794
8674,0.31,4,6,4,61.5,56.0,642
8675,0.36,4,7,4,61.8,56.0,852
8676,0.72,3,6,3,57.9,58.0,2610
8677,1.04,3,4,7,58.2,60.0,6766
8678,1.01,2,7,2,65.1,57.0,4468
8679,0.57,4,6,3,61.8,57.0,1608
8680,0.53,4,6,3,61.6,56.0,1607
8681,0.9,2,4,4,62.0,63.0,3990
8682,0.35,3,7,3,60.2,57.0,644
8683,0.4,4,4,8,61.9,56.0,1570
8684,0.7,3,6,4,61.8,59.0,2952
8685,0.72,4,5,5,62.4,55.0,3105
8686,0.39,4,6,5,60.2,56.0,876
8687,1.17,4,4,6,61.7,55.0,8947
8688,1.0,4,6,2,61.9,56.0,4766
8689,0.23,3,6,7,62.5,54.0,478
8690,0.3,5,7,3,61.7,59.0,552
8691,1.33,4,3,2,62.3,55.0,6791
8692,0.55,4,3,3,60.8,56.0,1584
8693,1.51,2,5,2,63.7,59.0,7208
8694,0.5,5,6,3,62.6,56.0,1314
8695,0.9,4,7,3,62.5,57.0,4579
8696,0.4,4,5,2,61.0,56.0,731
8697,1.52,4,3,2,59.9,55.0,5277
8698,0.92,3,4,3,61.8,54.0,4281
8699,1.01,1,7,3,66.9,54.0,4751
8700,1.05,4,3,2,61.2,57.0,4331
8701,0.7,3,3,7,60.5,60.0,2788
8702,1.19,4,3,5,62.5,54.0,7466
8703,0.3,3,4,4,60.6,60.0,526
8704,0.92,5,2,3,58.8,59.0,3545
8705,0.7,3,2,2,62.5,58.0,1580
8706,1.53,5,4,4,59.4,59.0,13077
8707,1.53,3,4,5,62.8,59.0,13189
8708,1.22,4,4,4,62.0,55.0,7783
8709,1.52,4,7,2,62.7,56.0,8631
8710,1.12,4,3,2,61.4,56.0,3763
8711,1.03,4,5,2,62.6,57.0,3461
8712,1.21,5,2,3,62.1,56.0,5421
8713,1.55,3,7,2,58.9,57.0,11284
8714,1.2,3,2,5,62.6,59.0,6192
8715,0.32,5,7,4,62.0,57.0,972
8716,0.52,4,3,4,61.8,56.0,1573
8717,0.35,4,5,4,62.1,56.0,706
8718,1.11,4,3,6,61.4,57.0,6837
8719,0.57,4,6,4,61.8,55.0,1851
8720,1.05,4,4,4,61.9,56.0,6486
8721,1.01,3,4,5,60.9,55.0,7179
8722,0.43,5,4,4,60.8,59.0,1113
8723,0.8,3,6,2,62.4,55.0,2623
8724,0.32,3,1,3,63.0,58.0,374
8725,0.36,4,3,4,62.1,55.0,729
8726,0.31,4,3,4,62.0,57.0,489
8727,0.72,4,5,2,61.7,55.0,2298
8728,0.33,4,2,8,61.8,55.0,694
8729,0.36,4,4,6,62.3,56.0,821
8730,1.03,4,4,5,61.3,56.0,7648
8731,1.21,5,4,4,61.0,58.0,8504
8732,0.93,4,3,5,61.8,57.0,5171
8733,1.23,5,4,2,62.8,59.0,4426
8734,2.01,2,4,3,63.1,59.0,18572
8735,1.52,2,6,3,63.5,58.0,11075
8736,0.43,5,4,3,62.3,59.0,968
8737,0.41,5,4,4,61.4,59.0,827
8738,0.32,2,7,3,63.6,56.0,589
8739,0.7,4,2,2,62.3,55.0,1874
8740,0.31,4,4,8,61.0,56.0,891
8741,0.39,3,6,1,62.8,57.0,511
8742,0.5,3,5,4,62.5,56.0,1436
8743,1.2,5,6,3,62.5,56.0,6742
8744,0.95,2,7,2,56.5,61.0,3214
8745,0.52,3,4,7,59.2,58.0,2045
8746,0.34,5,4,6,61.2,59.0,995
8747,1.19,5,4,4,58.9,61.0,7397
8748,0.33,4,7,4,60.3,55.0,855
8749,1.12,5,4,3,60.1,58.0,5233
8750,0.72,4,3,7,60.8,58.0,3180
8751,0.33,4,4,5,62.1,56.0,666
8752,0.3,5,4,5,62.5,55.0,776
8753,1.02,5,2,2,62.2,58.0,4061
8754,0.4,5,4,5,60.7,58.0,877
8755,0.3,4,3,5,61.5,57.0,693
8756,0.28,5,6,6,60.1,59.0,828
8757,0.4,4,4,8,62.2,55.0,1333
8758,0.72,4,6,3,62.7,55.0,2886
8759,0.33,4,6,3,61.2,56.0,702
8760,0.36,5,6,5,61.3,58.0,1094
8761,0.34,4,7,5,60.7,57.0,749
8762,0.92,5,3,3,62.0,60.0,3618
8763,0.55,2,7,2,63.2,56.0,1272
8764,0.7,5,2,7,61.2,58.0,2536
8765,0.31,5,6,5,61.9,56.0,816
8766,1.35,4,3,7,61.9,57.0,10639
8767,0.33,4,6,4,60.5,55.0,738
8768,0.93,3,4,3,61.5,57.0,4111
8769,0.51,4,2,4,60.6,57.0,1060
8770,0.41,4,5,2,62.0,53.0,612
8771,1.01,4,5,5,62.5,54.0,7602
8772,0.56,5,3,5,60.1,58.0,1585
8773,0.4,5,4,4,60.4,58.0,966
8774,0.9,4,4,2,61.4,56.0,4044
8775,0.41,3,3,5,62.8,59.0,827
8776,0.31,5,5,4,58.3,61.0,749
8777,1.26,4,2,2,62.0,56.0,5363
8778,0.35,5,4,8,62.2,58.0,1116
8779,0.28,4,6,5,62.0,56.0,487
8780,1.28,5,4,4,62.1,60.0,8139
8781,0.34,5,7,4,60.4,60.0,1033
8782,0.31,3,7,4,62.3,55.0,734
8783,0.38,5,7,3,58.9,61.0,941
8784,0.51,3,6,3,63.1,56.0,1305
8785,0.73,4,7,3,61.4,56.0,2995
8786,0.8,4,5,5,62.8,56.0,4070
8787,0.5,4,6,2,61.4,57.0,1154
8788,2.07,4,1,2,62.5,56.0,12778
8789,0.61,3,3,6,62.8,58.0,1877
8790,0.9,4,5,3,61.8,57.0,3950
8791,1.01,4,5,4,62.5,55.0,7338
8792,0.38,4,6,5,61.6,56.0,1000
8793,0.38,5,5,5,62.4,59.0,933
8794,0.23,2,4,6,63.8,56.0,428
8795,0.31,4,4,6,62.1,56.0,907
8796,2.39,5,2,5,61.2,60.0,17642
8797,0.57,4,3,3,62.1,57.0,1247
8798,1.0,4,7,3,62.5,55.0,4928
8799,1.05,5,4,5,61.6,58.0,6936
8800,0.4,5,7,3,61.1,58.0,772
8801,1.61,4,4,4,62.2,56.0,9521
8802,1.63,3,4,4,62.5,57.0,13253
8803,0.5,5,4,6,61.6,60.0,1838
8804,1.54,3,4,4,63.0,59.0,11708
8805,1.75,4,3,1,61.5,54.9,7276
8806,0.72,3,2,7,62.8,56.0,2562
8807,1.04,3,1,2,62.8,57.0,3459
8808,0.9,5,1,3,61.8,58.0,2873
8809,2.2,5,4,2,60.4,60.0,15897
8810,0.32,4,6,4,61.9,56.0,900
8811,1.04,5,5,3,61.5,59.0,5504
8812,0.39,5,6,5,59.6,60.0,1097
8813,1.5,3,3,3,62.9,57.0,8931
8814,0.9,5,4,2,59.9,58.0,3492
8815,0.63,5,5,2,60.3,61.0,1351
8816,0.32,5,1,3,61.6,58.0,480
8817,0.41,4,4,4,62.5,54.0,1061
8818,0.34,4,7,7,61.7,56.0,1133
8819,0.73,5,5,2,62.0,57.0,2329
8820,0.53,5,6,2,59.9,58.0,984
8821,1.03,3,5,2,61.1,59.0,4218
8822,2.03,2,2,3,62.7,61.0,15339
8823,0.31,4,7,3,61.9,57.0,548
8824,0.92,4,1,3,62.3,56.0,3170
8825,0.9,3,2,5,63.5,57.0,3484
8826,0.91,4,3,3,61.9,56.0,4386
8827,0.4,4,4,6,61.1,57.0,915
8828,0.7,4,1,7,61.6,58.0,1945
8829,0.35,4,4,4,61.3,56.0,807
8830,1.03,1,4,3,66.1,56.0,3052
8831,0.43,3,4,4,59.1,60.0,867
8832,0.42,3,5,6,61.6,59.0,1131
8833,0.3,5,7,4,60.5,58.0,911
8834,0.92,2,6,2,62.0,64.0,3153
8835,0.53,4,4,5,62.6,54.0,1813
8836,0.43,4,6,2,61.9,57.0,919
8837,0.7,5,1,5,62.0,58.0,1657
8838,0.44,5,5,5,61.2,61.0,1155
8839,0.4,2,5,3,63.6,57.0,737
8840,0.31,4,7,4,61.5,56.0,942
8841,0.3,4,5,5,62.3,54.0,615
8842,0.5,4,3,6,60.3,58.0,1608
8843,0.71,3,4,4,63.3,56.0,2549
8844,0.71,4,3,7,60.4,57.0,2867
8845,1.09,2,3,6,58.8,61.0,6651
8846,1.24,3,1,5,59.1,62.0,5427
8847,0.9,3,6,4,62.8,57.0,4419
8848,0.33,5,3,5,62.4,60.0,693
8849,0.74,1,5,4,61.1,68.0,2805
8850,1.01,2,7,3,64.1,60.0,4821
8851,0.47,4,3,4,61.7,57.0,1136
8852,0.72,5,7,3,60.5,57.0,3048
8853,1.01,3,4,6,61.9,58.0,7188
8854,0.32,4,2,7,62.5,55.0,589
8855,0.33,3,3,4,62.0,59.0,521
8856,1.52,5,2,3,61.9,58.0,8477
8857,0.42,4,4,5,61.2,54.0,984
8858,0.38,4,5,5,62.5,56.0,978
8859,1.6,2,3,5,59.9,61.0,12546
8860,0.27,4,6,4,61.0,55.0,577
8861,0.31,4,4,6,62.2,53.0,647
8862,0.52,4,7,3,60.9,57.0,1600
8863,0.9,3,4,5,61.7,60.0,4872
8864,1.0,1,3,2,65.1,58.0,3640
8865,1.0,1,2,3,66.0,56.0,2912
8866,1.04,4,5,4,61.6,56.0,8415
8867,0.4,2,6,3,63.5,58.0,687
8868,0.3,4,7,6,59.5,56.0,950
8869,0.72,2,5,5,59.4,61.0,2897
8870,0.7,4,5,6,61.9,54.8,3741
8871,0.44,4,4,3,61.7,55.0,1032
8872,0.5,5,3,3,58.7,59.0,1091
8873,0.51,4,7,4,61.0,57.0,1832
8874,1.1,3,2,5,60.8,58.3,5196
8875,0.58,5,6,3,61.6,59.0,1794
8876,0.24,3,6,6,60.6,62.0,478
8877,0.56,4,4,5,60.8,55.0,1837
8878,1.56,4,3,3,62.4,53.7,10536
8879,1.03,3,7,2,63.7,56.0,4580
8880,0.43,5,4,7,62.0,59.0,1207
8881,0.75,4,6,3,61.3,57.0,3053
8882,0.26,4,6,7,62.0,56.0,599
8883,1.2,5,3,3,62.4,59.0,5899
8884,1.08,2,3,7,63.1,57.0,6504
8885,1.76,5,2,4,62.4,58.0,9659
8886,0.61,5,7,3,62.3,58.0,1976
8887,0.46,5,7,7,60.0,59.0,1947
8888,0.32,4,4,8,61.8,55.0,918
8889,1.06,4,4,2,61.0,57.0,4662
8890,1.2,4,4,6,61.7,57.0,7688
8891,0.7,3,6,2,62.0,60.0,2257
8892,1.51,5,3,1,60.9,56.0,4404
8893,0.31,3,7,2,62.5,55.0,462
8894,0.38,4,5,1,62.5,57.0,497
8895,1.14,5,5,3,59.6,58.0,5925
8896,0.62,4,4,8,60.3,57.0,3378
8897,2.0,5,1,4,61.5,59.0,13675
8898,0.39,4,6,6,61.7,56.0,1056
8899,1.01,1,4,4,66.6,55.0,5475
8900,1.2,5,6,2,62.6,56.0,6397
8901,0.42,3,4,6,60.4,59.0,1031
8902,0.32,4,7,3,61.9,57.0,589
8903,1.07,3,7,4,62.4,57.0,7415
8904,0.43,4,4,3,61.3,55.0,917
8905,1.27,4,5,8,61.3,55.0,15377
8906,0.59,3,2,4,60.3,59.0,1445
8907,0.41,4,6,3,61.8,56.0,705
8908,0.7,3,5,4,61.0,59.0,2362
8909,1.06,5,4,4,62.5,58.0,5543
8910,1.04,3,7,4,61.2,56.0,7653
8911,1.11,4,3,3,60.6,59.0,5325
8912,1.06,5,4,3,61.9,55.0,5043
8913,0.34,4,3,5,62.7,57.0,596
8914,0.4,3,5,6,62.9,55.0,972
8915,1.15,5,3,2,62.4,57.0,4508
8916,0.57,4,3,5,60.9,56.0,1800
8917,0.9,3,4,3,63.5,59.0,3649
8918,1.71,4,1,5,61.6,57.0,10821
8919,0.7,4,2,4,61.1,57.0,2111
8920,0.54,4,5,4,61.9,56.0,1836
8921,0.73,3,5,4,58.9,60.0,2503
8922,1.51,5,2,3,58.6,62.0,8574
8923,1.01,2,2,4,63.9,59.0,4197
8924,0.5,5,5,4,60.6,61.0,1433
8925,0.51,4,4,6,61.5,57.0,1875
8926,0.3,5,3,5,60.0,60.0,576
8927,2.03,4,4,3,60.0,55.8,18757
8928,1.01,3,5,3,63.5,59.0,4989
8929,0.3,4,7,6,61.9,55.0,814
8930,0.34,3,3,7,63.2,58.0,995
8931,0.53,4,1,5,61.4,55.2,1218
8932,0.3,4,2,5,61.5,58.0,454
8933,0.9,2,4,5,63.9,57.0,4223
8934,0.57,4,6,4,62.5,56.0,1853
8935,0.3,3,3,3,62.9,58.0,421
8936,1.06,4,5,1,62.1,55.0,3544
8937,0.74,5,3,4,59.9,57.0,2485
8938,0.41,5,4,4,61.4,59.0,1061
8939,0.73,5,5,3,61.7,58.0,2527
8940,2.02,5,3,3,62.1,61.0,17265
8941,0.72,5,7,2,61.3,59.0,2155
8942,0.8,3,5,4,61.3,55.0,3954
8943,1.23,4,3,2,63.8,57.0,5510
8944,1.02,5,5,4,61.8,56.0,6626
8945,0.5,4,6,4,62.9,54.0,1629
8946,0.31,2,6,3,63.4,55.0,544
8947,0.56,4,4,4,61.9,55.0,1580
8948,1.01,3,7,4,63.1,60.0,7127
8949,1.1,3,3,2,62.9,58.0,4422
8950,1.5,5,5,6,58.8,58.0,17203
8951,2.05,3,3,3,62.5,57.0,17811
8952,0.32,5,4,8,61.0,59.0,952
8953,1.2,5,3,2,62.4,57.0,5510
8954,0.7,5,5,3,61.7,61.0,2348
8955,0.35,4,3,7,62.0,55.0,756
8956,1.1,5,6,2,59.1,60.0,4967
8957,0.52,2,4,5,63.3,55.0,1689
8958,1.31,4,4,6,59.2,59.0,11459
8959,1.53,3,4,3,62.5,56.0,9971
8960,1.01,1,5,2,58.2,61.0,4127
8961,1.5,5,5,4,60.8,58.0,14372
8962,1.02,3,5,2,63.3,56.0,3018
8963,0.23,3,5,4,59.4,57.0,402
8964,1.6,4,3,4,61.5,56.0,7983
8965,0.7,3,4,3,61.8,56.0,2106
8966,1.01,4,7,4,62.7,57.0,7792
8967,0.42,3,7,3,62.8,58.0,810
8968,0.31,3,4,5,62.4,59.0,625
8969,0.33,5,4,6,60.9,57.0,965
8970,1.12,4,4,5,62.2,56.0,7827
8971,0.31,4,6,6,62.4,53.0,791
8972,1.54,5,2,5,61.6,58.0,10349
8973,0.71,4,5,4,61.6,56.0,3516
8974,0.45,4,4,8,62.0,53.0,1377
8975,0.33,5,6,4,60.6,58.0,866
8976,1.27,4,3,3,61.5,55.0,6472
8977,1.0,3,2,5,63.3,55.0,4516
8978,1.67,4,4,5,61.5,55.0,16643
8979,1.5,3,2,3,61.4,62.0,7722
8980,0.9,3,4,2,62.6,60.0,3593
8981,2.0,3,3,3,60.9,58.0,16280
8982,0.4,4,5,6,61.1,57.0,1039
8983,0.74,3,3,7,62.4,57.0,3061
8984,0.3,4,3,4,62.3,56.0,491
8985,0.31,3,4,4,63.1,58.0,698
8986,0.23,3,7,7,63.3,57.0,478
8987,1.6,5,4,4,62.2,59.0,11489
8988,1.51,3,2,5,60.5,60.0,9704
8989,1.29,1,3,1,67.7,62.0,2596
8990,1.08,4,3,3,62.2,57.0,4413
8991,0.7,1,3,3,65.3,55.0,1865
8992,1.2,5,1,4,61.8,59.0,4611
8993,1.01,1,6,1,64.5,54.0,2036
8994,0.51,4,3,8,62.1,55.0,1905
8995,1.01,3,6,3,58.2,59.0,5132
8996,0.54,3,7,6,62.1,55.0,2318
8997,0.94,5,6,3,62.0,58.0,4661
8998,0.72,4,2,5,61.7,54.5,2430
8999,1.23,5,5,4,59.6,58.0,8855
9000,0.31,2,3,3,63.6,57.0,558
9001,1.01,5,4,8,60.0,61.0,8120
9002,0.3,4,3,3,62.9,57.0,554
9003,0.7,5,4,2,62.0,60.0,2087
9004,1.5,4,3,2,62.4,57.0,9104
9005,0.71,4,6,4,61.7,56.0,2709
9006,0.23,3,6,7,62.3,58.0,530
9007,1.14,3,1,5,60.0,60.0,4702
9008,1.1,4,4,5,61.5,57.0,6984
9009,0.9,2,5,2,63.2,57.0,3267
9010,0.72,3,5,3,63.1,56.0,2670
9011,0.52,4,6,5,61.3,56.0,1886
9012,0.9,3,4,6,62.6,55.0,4668
9013,1.52,4,2,2,60.2,57.0,7661
9014,1.08,4,4,3,61.8,56.0,5352
9015,0.56,5,6,4,61.8,59.0,1819
9016,0.67,3,3,5,63.4,59.0,1981
9017,0.9,4,6,2,62.1,56.0,3804
9018,0.43,3,5,4,61.3,59.0,905
9019,0.51,4,4,4,61.3,55.0,1557
9020,0.84,4,4,2,61.0,56.0,2879
9021,2.02,5,1,4,62.0,59.0,13812
9022,0.38,3,4,5,61.9,56.0,833
9023,1.5,5,2,2,62.9,57.0,6132
9024,1.2,5,4,2,62.8,62.0,4387
9025,1.0,5,4,2,63.0,56.0,3640
9026,0.51,4,7,5,62.5,57.0,1779
9027,0.43,2,6,3,63.2,57.0,739
9028,0.51,4,6,7,62.4,55.0,2317
9029,0.9,2,5,2,61.3,59.0,3621
9030,0.34,2,6,4,63.8,56.0,696
9031,1.23,4,2,2,62.1,56.0,5269
9032,0.42,4,5,5,61.3,57.0,1103
