,cut,color,clarity,depth,table
3541,2,7,3,63.5,55.0
3542,2,2,3,57.6,61.0
3543,3,6,5,63.0,55.0
3544,4,4,6,61.5,56.0
3545,4,3,4,60.8,56.0
3546,3,3,2,61.9,57.0
3547,2,5,3,57.9,62.0
3548,2,5,6,62.4,63.0
3549,4,2,5,62.5,57.0
3550,2,5,3,64.3,57.0
3551,4,2,2,62.2,57.0
3552,4,6,3,61.9,55.0
3553,4,5,7,61.7,57.0
3554,4,4,6,61.6,54.0
3555,4,2,7,61.9,57.0
3556,1,4,1,66.7,55.0
3557,4,7,3,62.2,56.0
3558,3,6,7,62.6,58.0
3559,3,6,6,61.4,60.0
3560,4,6,5,62.4,58.0
3561,5,6,1,60.4,62.0
3562,3,3,3,63.1,59.0
3563,3,5,6,62.5,58.0
3564,2,7,5,62.1,54.0
3565,5,1,5,61.1,58.0
3566,5,6,3,61.5,62.0
3567,5,2,7,61.2,60.0
3568,5,3,4,62.4,59.0
3569,4,5,6,60.0,59.0
3570,5,1,2,60.7,59.0
3571,2,4,3,62.7,59.0
3572,5,3,4,62.5,58.0
3573,2,4,2,63.7,61.0
3574,4,2,2,61.3,57.0
3575,4,4,7,61.1,57.0
3576,3,2,4,59.3,59.0
3577,2,7,4,63.6,56.0
3578,4,3,3,61.9,57.0
3579,4,5,4,60.7,56.0
3580,5,4,5,62.3,59.0
3581,1,3,3,66.8,55.0
3582,4,4,5,62.2,56.0
3583,3,2,3,61.9,56.0
3584,3,5,6,61.2,55.0
3585,3,3,3,60.3,55.0
3586,4,5,8,61.7,56.0
3587,4,7,5,61.8,57.0
3588,5,6,2,60.8,60.0
3589,4,5,6,62.0,56.0
3590,3,2,2,63.5,56.0
3591,3,4,5,59.4,60.0
3592,5,5,4,62.4,58.0
3593,2,2,3,64.3,57.0
3594,4,5,3,61.3,55.0
3595,4,4,2,61.9,54.0
3596,4,5,3,60.9,56.0
3597,5,6,4,62.5,60.0
3598,4,6,3,62.1,55.0
3599,4,7,3,62.4,57.0
3600,1,6,4,64.9,54.0
3601,4,5,2,62.4,56.0
3602,4,1,2,61.4,55.0
3603,3,4,2,63.2,57.0
3604,4,7,2,60.9,56.0
3605,5,3,2,62.2,59.0
3606,4,4,7,61.7,55.0
3607,5,6,3,62.8,56.0
3608,4,6,4,61.0,54.0
3609,4,5,7,60.3,59.0
3610,4,7,3,61.4,55.0
3611,4,6,4,62.0,55.0
3612,4,5,4,61.8,56.0
3613,5,7,4,60.4,57.0
3614,5,6,3,59.1,58.0
3615,5,5,4,61.0,59.0
3616,3,6,5,60.7,59.0
3617,4,2,6,62.1,57.0
3618,3,2,5,62.9,53.0
3619,4,4,4,61.6,56.0
3620,3,3,3,59.4,63.0
3621,4,2,5,62.4,54.4
3622,5,3,5,60.9,60.0
3623,4,6,4,62.6,55.0
3624,4,7,4,61.3,55.0
3625,1,3,6,65.8,57.0
3626,5,3,3,61.2,60.0
3627,5,3,3,62.8,60.0
3628,4,2,3,62.1,59.0
3629,3,6,2,63.3,61.0
3630,3,5,2,61.6,61.0
3631,4,5,3,62.3,56.0
3632,5,4,5,59.6,58.0
3633,3,4,4,62.0,58.0
3634,4,3,3,61.4,56.0
3635,3,7,4,63.4,56.0
3636,5,5,2,61.7,58.0
3637,5,7,4,61.0,59.0
3638,2,3,5,60.8,61.0
3639,4,3,2,62.8,57.0
3640,5,3,3,61.3,60.0
3641,4,4,4,61.8,56.0
3642,4,5,4,61.8,59.0
3643,4,5,6,60.8,58.0
3644,5,4,6,59.5,61.0
3645,4,3,7,62.9,56.0
3646,5,5,6,61.4,59.0
3647,3,6,6,61.2,58.0
3648,3,7,3,62.2,56.0
3649,5,2,5,59.5,59.0
3650,4,3,2,60.5,60.0
3651,5,4,7,60.0,59.0
3652,4,6,4,61.2,56.0
3653,3,6,4,61.7,60.0
3654,4,4,5,60.8,58.0
3655,4,3,4,62.1,59.0
3656,4,2,5,61.8,55.0
3657,4,7,5,62.0,54.0
3658,4,5,4,61.4,58.0
3659,4,7,3,61.2,57.0
3660,4,3,5,61.6,56.0
3661,3,1,3,63.8,56.0
3662,2,7,4,64.0,58.0
3663,5,7,3,60.5,56.0
3664,4,7,3,61.8,55.0
3665,3,1,3,62.0,59.0
3666,4,6,3,61.2,56.0
3667,3,6,3,59.1,60.0
3668,5,1,5,62.4,59.0
3669,5,6,2,62.6,60.0
3670,5,5,5,62.5,58.0
3671,5,4,6,60.2,60.0
3672,4,3,5,62.7,55.0
3673,2,6,3,63.3,59.0
3674,4,6,5,62.5,56.0
3675,4,3,6,59.2,56.0
3676,4,4,8,61.4,55.0
3677,4,5,4,61.9,55.0
3678,4,5,4,62.3,55.0
3679,3,4,5,62.1,59.0
3680,3,5,3,59.8,58.0
3681,3,5,2,61.8,56.4
3682,4,7,2,62.0,56.0
3683,3,3,2,63.4,58.0
3684,4,7,4,61.9,56.0
3685,4,4,3,62.0,53.0
3686,4,4,6,61.7,56.0
3687,4,6,4,61.9,53.0
3688,4,5,7,62.3,56.0
3689,4,3,6,61.9,57.0
3690,3,2,3,63.2,54.0
3691,5,2,2,62.5,56.0
3692,4,5,4,61.5,56.0
3693,4,5,4,62.3,57.0
3694,4,2,5,61.3,57.0
3695,2,2,3,62.9,64.0
3696,5,4,6,61.3,59.0
3697,3,5,2,61.9,56.0
3698,3,5,5,60.2,58.0
3699,3,6,3,61.2,61.0
3700,2,7,5,64.2,58.0
3701,3,4,6,59.7,59.0
3702,4,1,5,61.9,55.0
3703,4,2,6,62.8,57.0
3704,4,7,6,61.3,56.0
3705,4,3,3,60.9,55.0
3706,2,6,5,63.8,60.0
3707,2,2,5,63.6,56.0
3708,4,6,2,62.9,56.0
3709,5,7,3,61.0,60.0
3710,4,2,4,62.1,59.0
3711,3,6,7,61.2,58.0
3712,3,4,3,62.3,60.0
3713,4,7,4,62.0,54.8
3714,3,2,2,62.2,59.0
3715,4,4,2,62.1,57.0
3716,3,6,2,61.2,57.0
3717,1,3,5,66.3,55.0
3718,5,4,5,61.2,58.0
3719,5,5,2,62.7,58.0
3720,3,7,2,63.3,58.0
3721,5,1,3,60.9,61.0
3722,4,7,6,62.1,57.0
3723,3,2,3,61.1,56.0
3724,4,7,2,63.0,55.0
3725,4,7,5,60.8,58.0
3726,4,3,4,61.9,55.0
3727,4,4,8,61.9,56.0
3728,5,5,4,61.2,59.0
3729,5,4,8,61.1,58.0
3730,3,4,2,63.3,61.0
3731,4,3,3,62.1,56.0
3732,4,7,3,61.3,57.0
3733,5,7,4,62.5,59.0
3734,4,4,5,62.2,54.0
3735,4,5,6,62.6,54.0
3736,5,2,2,61.2,60.0
3737,4,3,6,60.8,58.0
3738,3,7,3,58.8,63.0
3739,4,3,6,62.5,54.0
3740,4,7,3,62.7,56.0
3741,5,3,6,62.4,59.0
3742,3,6,3,62.0,62.0
3743,3,1,3,59.7,57.0
3744,4,5,5,62.2,55.0
3745,2,6,4,63.2,57.0
3746,4,5,6,61.2,57.0
3747,4,3,6,62.1,55.0
3748,2,2,5,57.2,62.0
3749,4,3,3,60.8,57.0
3750,4,1,3,61.6,56.0
3751,5,5,4,58.7,56.0
3752,5,5,4,60.2,60.0
3753,4,6,5,61.0,56.0
3754,4,7,3,61.7,56.0
3755,2,3,7,62.7,56.0
3756,4,6,7,61.4,56.0
3757,4,6,8,62.0,54.0
3758,5,2,4,59.9,60.0
3759,4,5,7,62.5,55.0
3760,3,5,2,63.4,57.0
3761,2,2,4,63.7,61.0
3762,5,5,2,62.7,57.0
3763,5,5,3,62.7,58.0
3764,3,5,3,62.5,59.0
3765,4,4,2,62.0,54.0
3766,5,6,5,61.9,59.0
3767,4,7,6,61.1,55.0
3768,2,4,5,63.1,56.0
3769,2,7,2,57.5,62.0
3770,5,2,5,61.7,58.0
3771,4,3,3,61.7,55.0
3772,4,5,5,61.5,56.0
3773,4,3,4,61.2,56.0
3774,5,5,4,58.6,61.0
3775,4,6,2,62.0,55.0
3776,4,3,6,62.4,56.0
3777,3,6,7,61.3,59.0
3778,4,3,8,61.7,54.0
3779,5,3,5,62.7,56.0
3780,4,3,5,61.5,56.0
3781,3,2,4,60.3,60.5
3782,1,2,5,64.0,49.0
3783,2,5,5,62.2,62.0
3784,4,3,5,62.0,54.0
3785,5,3,3,61.9,58.0
3786,4,5,4,62.4,56.0
3787,4,3,5,62.7,56.0
3788,4,3,7,62.0,53.9
3789,2,5,3,57.0,62.0
3790,4,5,6,61.1,57.0
3791,2,2,4,61.7,60.2
3792,5,2,4,61.7,59.0
3793,5,2,4,62.9,59.0
3794,4,4,5,61.4,54.0
3795,4,5,5,60.9,58.0
3796,4,2,3,61.9,56.0
3797,4,3,6,61.8,54.0
3798,3,5,4,61.8,58.0
3799,4,4,2,61.8,56.0
3800,3,6,6,60.5,56.0
3801,2,3,1,63.9,58.0
3802,5,2,3,61.7,59.0
3803,4,3,6,61.5,55.0
3804,5,1,5,61.8,59.0
3805,3,3,3,62.0,60.0
3806,1,3,4,64.5,58.0
3807,3,6,6,61.6,58.0
3808,3,5,3,63.5,57.0
3809,3,1,4,60.4,59.0
3810,2,6,4,60.9,62.0
3811,3,5,3,59.5,63.0
3812,4,1,3,62.4,53.0
3813,5,1,2,62.4,59.0
3814,4,4,3,62.2,56.0
3815,3,4,2,63.2,54.0
3816,4,4,2,62.2,53.0
3817,3,5,4,62.3,59.0
3818,4,6,6,61.7,56.0
3819,5,3,3,61.4,56.0
3820,5,3,3,63.0,58.0
3821,1,7,2,64.4,60.0
3822,4,7,3,61.9,55.0
3823,2,5,5,64.4,60.0
3824,3,4,4,62.1,58.0
3825,2,4,2,64.2,60.0
3826,1,3,2,65.3,56.0
3827,3,4,3,63.2,57.0
3828,4,4,3,61.8,55.0
3829,5,5,2,61.1,59.0
3830,3,3,7,61.4,60.0
3831,4,4,3,61.4,56.0
3832,4,5,7,61.8,56.0
3833,4,6,3,61.2,58.0
3834,5,5,3,59.7,60.0
3835,4,7,5,62.4,57.0
3836,4,2,3,61.9,57.0
3837,4,6,6,62.0,54.0
3838,5,5,4,62.4,59.0
3839,3,5,5,59.8,57.0
3840,2,5,2,62.9,58.0
3841,5,4,6,61.7,59.0
3842,4,6,5,61.4,54.0
3843,4,7,3,62.4,56.0
3844,3,2,4,62.6,54.0
3845,4,7,5,61.9,53.5
3846,5,3,7,61.2,58.0
3847,3,6,3,59.2,62.0
3848,3,6,4,59.9,59.0
3849,3,4,4,63.1,58.0
3850,5,2,6,61.0,59.0
3851,5,4,2,62.3,59.0
3852,3,7,2,61.4,60.0
3853,5,5,2,60.2,60.0
3854,4,5,2,61.1,59.0
3855,4,4,8,62.2,55.0
3856,4,5,4,61.4,56.0
3857,2,7,4,62.8,61.0
3858,5,4,3,62.8,59.0
3859,5,2,5,59.1,59.0
3860,4,5,7,59.8,60.0
3861,3,3,7,62.9,56.0
3862,4,7,4,62.5,54.0
3863,3,5,7,62.0,56.0
3864,4,3,7,62.0,54.0
3865,3,1,4,62.8,56.0
3866,3,1,5,61.3,59.0
3867,2,3,3,65.4,59.0
3868,5,1,2,62.7,60.0
3869,3,5,3,60.1,60.0
3870,4,6,4,61.9,56.0
3871,2,4,2,63.7,62.0
3872,5,3,3,61.2,62.0
3873,1,7,2,64.6,54.0
3874,3,3,5,62.5,58.0
3875,4,5,4,61.4,56.0
3876,4,7,4,61.8,56.0
3877,3,4,2,59.4,59.0
3878,5,4,5,62.0,56.0
3879,4,6,4,62.3,54.0
3880,3,4,5,62.8,55.4
3881,4,4,3,61.2,56.0
3882,4,4,7,61.5,55.0
3883,5,4,4,62.1,61.0
3884,5,4,2,60.1,59.0
3885,1,4,2,64.8,58.0
3886,5,4,5,61.9,60.0
3887,5,4,4,62.5,59.0
3888,4,5,3,61.1,56.0
3889,5,5,3,62.7,57.0
3890,5,4,6,63.0,59.0
3891,3,6,5,62.8,59.0
3892,3,6,5,63.0,57.0
3893,4,6,2,62.0,57.0
3894,3,4,6,62.9,55.0
3895,2,6,6,63.1,59.0
3896,4,5,2,61.8,57.0
3897,4,7,6,62.9,56.0
3898,4,3,2,61.6,56.0
3899,4,6,4,61.7,55.0
3900,2,7,3,64.0,58.0
3901,4,4,3,62.9,54.0
3902,3,7,3,60.5,57.0
3903,3,4,3,59.7,58.0
3904,2,7,3,63.9,54.0
3905,4,7,3,61.2,56.0
3906,4,1,2,62.0,59.0
3907,4,7,4,62.7,54.0
3908,5,7,4,60.1,59.0
3909,4,5,8,62.2,55.0
3910,1,3,4,65.6,55.0
3911,5,7,3,61.0,58.0
3912,3,3,4,62.4,56.0
3913,4,7,3,62.0,55.0
3914,3,4,4,61.6,56.0
3915,5,7,7,61.8,58.0
3916,4,6,2,62.8,56.0
3917,3,6,2,62.2,58.0
3918,2,7,1,63.7,58.0
3919,3,3,3,63.4,60.0
3920,5,2,4,61.0,59.0
3921,5,1,3,60.6,57.0
3922,4,5,3,61.6,55.0
3923,2,5,5,58.0,61.0
3924,5,4,5,62.2,59.0
3925,5,4,5,60.5,58.0
3926,4,3,2,62.3,57.0
3927,5,7,6,62.0,61.0
3928,5,4,2,62.5,57.0
3929,3,5,4,62.9,57.0
3930,3,7,6,61.1,59.0
3931,5,7,5,60.6,58.0
3932,4,6,3,60.5,56.0
3933,4,4,7,61.4,55.0
3934,3,4,8,61.4,59.0
3935,4,3,1,62.3,56.0
3936,5,4,3,60.3,57.0
3937,5,7,5,62.5,60.0
3938,5,3,3,62.5,59.0
3939,4,3,4,62.4,56.6
3940,4,6,5,61.1,55.0
3941,5,2,4,60.4,60.0
3942,4,3,6,61.4,55.7
3943,2,3,4,63.8,59.0
3944,5,6,3,62.7,61.0
3945,2,4,6,63.1,58.0
3946,3,4,3,63.8,57.0
3947,4,3,5,62.5,54.0
3948,5,2,3,60.3,60.0
3949,4,4,8,61.7,55.0
3950,4,6,5,61.8,56.0
3951,4,2,4,61.7,55.0
3952,3,2,3,63.1,59.0
3953,4,6,4,62.5,55.0
3954,5,3,4,61.4,61.0
3955,5,5,2,60.2,58.0
3956,4,4,5,60.9,57.0
3957,4,3,6,62.9,57.0
3958,4,7,3,61.3,57.0
3959,2,6,4,57.5,58.0
3960,5,7,4,62.6,59.0
3961,3,4,4,60.9,58.0
3962,4,7,3,61.6,56.0
3963,4,4,5,61.6,56.0
3964,5,6,5,60.9,58.0
3965,4,7,3,61.2,56.0
3966,4,4,7,61.7,56.0
3967,5,6,2,62.8,57.0
3968,4,2,3,63.0,57.0
3969,4,7,7,61.8,57.0
3970,4,5,3,60.1,59.0
3971,4,6,5,62.0,53.6
3972,5,2,4,62.3,58.0
3973,3,6,5,61.0,55.0
3974,4,2,6,62.4,53.0
3975,5,1,3,61.6,60.0
3976,2,4,3,63.4,57.0
3977,5,4,6,62.9,58.0
3978,5,5,3,62.4,58.0
3979,3,3,2,61.7,55.0
3980,4,4,5,61.1,57.0
3981,5,4,3,61.3,56.0
3982,4,3,8,60.0,57.0
3983,3,2,7,62.0,58.0
3984,3,5,5,59.9,61.0
3985,4,4,3,61.3,55.0
3986,4,2,3,60.2,58.0
3987,5,6,5,61.0,58.0
3988,3,5,2,60.8,63.0
3989,4,6,2,62.1,56.0
3990,5,3,4,61.1,61.0
3991,4,4,7,61.9,55.0
3992,3,1,2,60.5,61.0
3993,4,2,8,62.0,54.0
3994,4,5,6,62.0,56.0
3995,4,4,2,61.8,57.0
3996,4,2,8,61.5,56.0
3997,3,3,8,63.1,57.0
3998,5,3,3,62.9,60.0
3999,5,6,3,63.0,59.0
4000,3,7,4,61.2,55.0
4001,1,2,2,66.2,57.0
4002,5,4,3,62.2,60.0
4003,3,2,3,63.1,58.0
4004,2,3,3,63.4,57.0
4005,5,4,7,62.2,58.0
4006,4,4,7,62.0,56.0
4007,5,5,2,60.9,60.0
4008,5,7,4,60.9,59.0
4009,4,2,2,62.4,55.0
4010,5,2,3,62.9,55.0
4011,4,5,6,60.6,56.0
4012,3,6,2,62.5,55.0
4013,4,3,7,61.4,57.0
4014,3,7,2,58.6,58.0
4015,4,6,5,61.2,55.0
4016,5,5,3,62.2,59.0
4017,3,4,5,62.8,54.0
4018,4,7,4,61.8,55.0
4019,4,3,3,61.6,55.0
4020,3,2,3,63.6,58.0
4021,4,7,2,62.4,54.0
4022,3,7,4,62.0,57.0
4023,3,6,2,63.3,56.0
4024,3,6,5,62.8,44.0
4025,3,3,4,63.0,55.4
4026,4,6,2,63.0,57.0
4027,5,6,5,61.1,60.0
4028,2,7,2,63.3,56.0
4029,5,2,4,62.5,58.0
4030,2,3,3,63.3,57.0
4031,5,6,3,62.7,60.0
4032,4,5,2,61.8,56.0
4033,4,2,4,61.2,59.0
4034,5,5,8,62.5,58.0
4035,4,7,8,61.1,56.0
4036,4,5,4,62.0,55.0
4037,3,2,5,63.3,55.0
4038,5,4,3,60.1,62.0
4039,3,7,4,61.5,62.0
4040,4,2,5,62.3,59.0
4041,4,4,7,61.7,57.0
4042,4,5,6,61.4,57.0
4043,5,6,4,59.3,59.0
4044,3,4,6,60.9,61.0
4045,5,1,4,61.7,56.0
4046,4,2,4,61.5,57.0
4047,4,6,7,61.2,57.0
4048,5,6,6,62.5,59.0
4049,5,4,3,60.8,58.0
4050,5,5,3,61.1,59.0
4051,4,6,2,62.1,56.0
4052,3,6,3,58.6,58.0
4053,3,3,5,61.0,60.0
4054,5,6,7,62.5,59.0
4055,4,4,5,60.8,56.0
4056,4,1,8,62.2,56.0
4057,4,4,6,61.0,56.0
4058,4,4,4,63.0,56.0
4059,4,3,5,60.7,55.0
4060,5,7,3,61.7,58.0
4061,3,5,4,61.4,54.0
4062,4,6,6,61.9,54.3
4063,2,6,3,63.2,59.0
4064,5,2,8,60.5,59.0
4065,5,4,5,62.6,59.0
4066,5,4,3,61.8,58.0
4067,3,6,3,63.0,59.0
4068,4,2,5,60.8,57.0
4069,4,4,4,61.5,55.0
4070,2,5,3,63.7,58.0
4071,4,5,6,60.1,57.0
4072,3,5,2,62.3,60.0
4073,3,3,4,62.6,59.0
4074,1,7,6,67.6,57.0
4075,5,7,5,61.9,58.0
4076,5,4,2,59.2,62.0
4077,5,5,3,62.4,58.0
4078,2,6,2,57.7,65.0
4079,3,2,4,62.8,58.0
4080,5,4,7,62.6,58.0
4081,3,5,3,61.8,58.0
4082,2,4,6,63.4,59.0
4083,3,6,3,62.8,57.6
4084,4,2,6,62.9,55.0
4085,4,4,2,62.1,57.0
4086,4,6,4,61.8,57.0
4087,3,6,2,63.3,57.0
4088,3,6,6,61.5,58.0
4089,4,5,5,62.0,57.0
4090,3,4,6,62.2,57.0
4091,3,5,4,62.1,58.0
4092,4,4,7,61.3,56.0
4093,4,4,4,61.8,57.0
4094,5,5,8,61.5,58.0
4095,3,3,7,62.3,59.0
4096,3,4,4,63.2,57.0
4097,4,4,7,61.4,55.0
4098,3,3,4,60.7,58.0
4099,5,6,4,61.3,61.0
4100,5,6,2,62.0,60.0
4101,4,2,3,61.9,56.0
4102,3,7,4,60.5,59.0
4103,2,5,4,58.6,64.0
4104,5,2,5,60.5,60.0
4105,5,6,4,60.8,58.0
4106,5,1,4,62.2,58.0
4107,3,4,3,61.6,61.0
4108,4,7,3,62.0,56.0
4109,4,2,4,61.5,57.0
4110,5,4,4,62.1,62.0
4111,3,5,3,63.7,55.0
4112,4,6,2,61.1,57.0
4113,2,5,5,59.0,62.0
4114,5,7,2,60.2,59.0
4115,3,2,4,61.6,57.0
4116,2,3,5,60.1,60.3
4117,2,6,3,63.5,59.0
4118,4,4,5,61.3,57.0
4119,4,3,3,62.0,56.0
4120,5,6,3,61.5,58.0
4121,4,3,6,61.6,55.0
4122,4,7,3,62.0,55.0
4123,4,5,2,62.2,56.0
4124,5,1,4,60.9,60.0
4125,5,4,7,62.7,58.0
4126,4,4,6,62.4,56.0
4127,4,3,3,61.5,55.0
4128,3,3,5,62.5,56.0
4129,4,3,7,60.4,57.0
4130,3,4,6,62.6,57.0
4131,2,7,5,60.5,63.0
4132,2,7,3,63.7,57.0
4133,4,3,8,61.0,56.0
4134,3,5,2,60.7,58.0
4135,5,4,4,60.9,59.0
4136,5,6,3,61.8,59.0
4137,4,5,5,61.8,56.0
4138,5,6,4,61.5,58.0
4139,5,3,2,60.8,58.0
4140,5,5,3,60.6,60.0
4141,5,4,3,61.6,58.0
4142,3,2,2,63.0,57.0
4143,4,5,7,60.7,57.0
4144,3,3,7,63.5,58.0
4145,3,4,3,61.6,59.0
4146,4,3,5,61.8,56.0
4147,2,5,2,63.7,59.0
4148,2,5,3,58.0,57.0
4149,3,5,4,61.0,57.0
4150,4,7,3,61.9,59.0
4151,4,4,4,61.5,56.0
4152,3,2,4,62.1,59.0
4153,3,2,3,60.2,60.0
4154,1,5,1,65.9,57.0
4155,5,7,5,59.4,59.0
4156,4,3,3,60.3,59.0
4157,2,1,3,63.6,57.0
4158,5,1,2,61.5,59.0
4159,3,3,6,62.1,58.0
4160,3,4,5,63.4,56.0
4161,5,5,8,62.3,57.0
4162,4,7,5,60.5,57.0
4163,5,4,3,58.9,59.0
4164,2,7,2,59.9,65.0
4165,4,4,3,62.6,57.0
4166,5,4,4,59.2,58.0
4167,3,2,3,62.3,58.0
4168,4,3,2,61.2,56.0
4169,3,7,6,59.5,56.0
4170,4,5,6,61.3,56.0
4171,3,6,3,62.8,59.0
4172,2,7,2,63.6,56.0
4173,4,3,5,61.7,55.0
4174,3,4,6,62.8,55.0
4175,3,4,4,60.5,57.0
4176,3,1,5,63.2,57.0
4177,4,6,2,61.9,57.0
4178,4,7,4,60.6,56.0
4179,4,3,5,62.2,54.0
4180,3,7,3,60.4,58.0
4181,4,7,4,62.1,55.0
4182,5,3,4,61.9,59.0
4183,3,4,6,62.3,57.0
4184,5,2,3,61.7,58.0
4185,3,5,2,60.4,59.0
4186,5,3,2,62.2,60.0
4187,5,6,5,60.5,59.0
4188,3,7,6,62.0,61.0
4189,1,6,3,65.3,62.0
4190,2,7,2,63.9,55.0
4191,1,7,5,55.9,60.0
4192,4,1,5,61.8,59.0
4193,5,6,7,60.5,58.0
4194,4,3,7,61.9,55.0
4195,4,5,4,62.7,56.0
4196,4,4,7,62.1,56.0
4197,4,5,6,61.4,56.0
4198,4,5,4,61.0,57.0
4199,4,5,2,62.2,56.0
4200,5,2,4,61.9,59.0
4201,5,3,4,60.9,58.0
4202,5,4,4,61.0,58.0
4203,3,5,4,62.4,57.0
4204,4,4,7,61.8,54.0
4205,4,7,7,62.1,54.0
4206,4,3,5,61.8,56.0
4207,2,6,3,63.7,56.0
4208,3,5,4,61.7,63.0
4209,5,4,4,59.8,61.0
4210,1,6,3,59.5,64.0
4211,5,5,7,61.8,59.0
4212,3,2,5,62.9,57.0
4213,4,6,3,61.4,56.0
4214,4,6,5,62.0,54.0
4215,4,4,6,61.3,57.0
4216,5,5,2,61.6,58.0
4217,5,4,2,60.7,56.0
4218,3,4,5,62.3,60.0
4219,5,5,2,61.9,62.0
4220,5,5,4,62.2,60.0
4221,5,1,5,62.2,59.0
4222,2,5,2,63.8,56.0
4223,5,3,3,60.7,58.0
4224,2,3,3,58.4,60.0
4225,4,3,2,60.5,57.0
4226,5,4,2,60.1,59.0
4227,4,7,4,62.7,57.0
4228,5,5,2,62.2,59.0
4229,3,2,2,61.9,54.0
4230,4,5,4,61.6,54.0
4231,4,7,4,61.3,56.0
4232,4,7,4,62.7,57.0
4233,5,7,2,62.1,59.0
4234,5,3,4,60.9,57.0
4235,3,3,4,59.0,59.0
4236,3,7,2,62.2,58.0
4237,3,4,3,61.9,55.0
4238,4,5,4,60.8,57.0
4239,3,4,3,59.4,60.0
4240,4,4,3,60.9,59.0
4241,5,4,6,60.2,58.0
4242,3,5,3,61.3,60.0
4243,3,1,2,63.3,58.0
4244,5,6,2,60.5,59.0
4245,4,4,4,61.9,57.0
4246,4,7,4,61.1,57.0
4247,3,6,2,63.2,56.0
4248,5,1,3,61.7,54.0
4249,2,4,5,63.4,54.0
4250,3,6,7,59.6,59.0
4251,4,7,4,61.2,56.0
4252,4,5,4,61.3,55.0
4253,2,4,2,57.9,63.0
4254,4,6,5,62.7,55.0
4255,5,2,4,61.6,61.0
4256,3,4,2,59.9,60.0
4257,4,2,3,59.4,61.0
4258,2,4,7,58.4,60.0
4259,4,6,3,61.5,55.0
4260,1,6,2,55.2,65.0
4261,4,4,5,62.3,55.0
4262,3,6,5,62.3,58.0
4263,5,4,5,62.4,58.0
4264,1,5,5,66.9,54.0
4265,4,4,8,60.6,55.0
4266,5,5,3,62.2,58.0
4267,5,4,2,61.4,59.0
4268,4,7,4,62.3,57.0
4269,5,5,2,60.8,58.0
4270,5,5,6,61.3,59.0
4271,1,4,2,67.8,61.0
4272,4,4,4,59.2,56.0
4273,4,4,4,61.6,55.0
4274,3,5,2,61.5,61.0
4275,4,3,5,62.5,58.0
4276,3,6,7,61.2,62.0
4277,5,2,4,61.9,59.0
4278,5,4,2,62.8,59.0
4279,3,4,8,61.6,55.0
4280,2,3,2,62.4,61.0
4281,5,7,3,60.5,61.0
4282,3,2,3,62.3,60.0
4283,5,4,3,62.4,55.0
4284,4,5,3,61.6,54.0
4285,3,5,3,62.8,59.0
4286,3,4,3,60.4,56.0
4287,5,6,4,62.8,55.0
4288,4,4,7,61.1,57.0
4289,4,2,3,62.3,55.0
4290,3,5,3,61.4,56.0
4291,5,5,3,61.4,62.0
4292,4,6,8,61.9,55.0
4293,4,2,5,62.8,57.0
4294,5,3,6,61.9,58.0
4295,3,5,6,60.5,57.0
4296,4,7,6,60.9,57.0
4297,4,4,5,61.6,57.0
4298,4,7,3,61.5,56.0
4299,3,6,6,63.4,58.0
4300,3,4,2,62.4,59.0
4301,4,6,5,61.7,55.0
4302,3,1,3,59.1,61.0
4303,4,3,5,62.8,54.0
4304,3,4,5,60.8,57.0
4305,5,3,4,62.4,58.0
4306,4,1,2,62.5,57.0
4307,4,3,5,61.6,56.0
4308,4,3,2,61.1,57.0
4309,3,5,4,63.4,56.0
4310,2,4,6,63.4,59.0
4311,2,2,5,63.6,57.0
4312,4,6,6,61.3,56.0
4313,3,6,3,61.3,58.0
4314,3,5,4,60.5,58.0
4315,4,6,5,60.7,57.0
4316,5,3,3,60.9,58.0
4317,2,3,2,56.7,60.0
4318,3,4,2,59.8,61.0
4319,4,7,4,61.8,54.0
4320,2,1,2,61.1,60.8
4321,3,7,3,63.2,58.0
4322,5,6,3,62.1,58.0
4323,3,5,4,60.6,59.0
4324,5,4,5,61.5,58.0
4325,3,3,7,61.9,59.0
4326,3,4,5,61.4,59.7
4327,3,7,3,62.3,57.0
4328,4,5,7,61.7,57.0
4329,5,2,5,59.8,59.0
4330,3,6,4,61.3,57.0
4331,4,6,7,61.0,57.0
4332,4,3,3,62.3,56.0
4333,5,6,2,60.4,59.0
4334,3,5,4,61.6,59.0
4335,4,6,6,61.6,55.0
4336,5,3,4,62.3,58.0
4337,4,4,5,62.1,55.0
4338,5,1,5,62.7,58.0
4339,4,6,7,62.2,56.0
4340,5,6,4,62.7,58.0
4341,2,3,3,62.4,64.0
4342,5,4,6,61.2,58.0
4343,4,3,6,62.2,54.0
4344,5,4,5,62.9,58.0
4345,5,7,4,62.4,59.0
4346,5,2,6,59.4,59.0
4347,3,5,3,63.0,58.0
4348,3,4,2,60.2,63.0
4349,4,4,6,62.0,57.0
4350,3,5,4,63.4,56.0
4351,4,4,3,60.5,56.0
4352,3,6,2,60.3,58.0
4353,4,7,3,62.5,56.0
4354,4,2,6,62.8,54.0
4355,4,1,5,61.7,53.7
4356,4,5,2,61.7,54.0
4357,4,7,5,61.0,57.0
4358,4,6,7,61.1,56.0
4359,4,4,7,62.3,55.0
4360,5,5,3,60.0,61.0
4361,5,7,5,59.4,60.0
4362,5,5,5,61.6,58.0
